state,year,quarter,brand,user_count,user_percentage
andaman-&-nicobar-islands,2021,1,Others,4532,0.07846532082135808
andaman-&-nicobar-islands,2021,2,Vivo,15056,0.2424671873741847
andaman-&-nicobar-islands,2021,2,Xiaomi,14788,0.2381512199049843
andaman-&-nicobar-islands,2021,2,Samsung,11476,0.18481359207665674
andaman-&-nicobar-islands,2021,2,Oppo,5456,0.0878653675819309
andaman-&-nicobar-islands,2021,2,Realme,4034,0.06496497302520332
andaman-&-nicobar-islands,2021,2,OnePlus,1981,0.031902729688380704
andaman-&-nicobar-islands,2021,2,Huawei,1559,0.025106691360012885
andaman-&-nicobar-islands,2021,2,Apple,1153,0.018568322731298815
andaman-&-nicobar-islands,2021,2,Motorola,1054,0.0169739914646912
andaman-&-nicobar-islands,2021,2,Tecno,974,0.015685642966422417
andaman-&-nicobar-islands,2021,2,Others,4564,0.073500281826234
andaman-&-nicobar-islands,2021,3,Vivo,16411,0.24500612104744557
andaman-&-nicobar-islands,2021,3,Xiaomi,15938,0.2379445224090054
andaman-&-nicobar-islands,2021,3,Samsung,12028,0.17957063091576841
andaman-&-nicobar-islands,2021,3,Oppo,5853,0.0873816846316921
andaman-&-nicobar-islands,2021,3,Realme,4808,0.0717804783374638
andaman-&-nicobar-islands,2021,3,OnePlus,2306,0.03442715953539757
andaman-&-nicobar-islands,2021,3,Huawei,1567,0.023394344749335643
andaman-&-nicobar-islands,2021,3,Apple,1283,0.01915439968946881
andaman-&-nicobar-islands,2021,3,Tecno,1178,0.017586814368039175
andaman-&-nicobar-islands,2021,3,Motorola,1017,0.015183183541847063
andaman-&-nicobar-islands,2021,3,Others,4593,0.06857066077453644
andaman-&-nicobar-islands,2021,4,Vivo,17597,0.24515185288381164
andaman-&-nicobar-islands,2021,4,Xiaomi,16968,0.2363889662858735
andaman-&-nicobar-islands,2021,4,Samsung,12574,0.17517414321538033
andaman-&-nicobar-islands,2021,4,Oppo,6127,0.08535803845082196
andaman-&-nicobar-islands,2021,4,Realme,5830,0.08122039565338535
andaman-&-nicobar-islands,2021,4,OnePlus,2691,0.03748955140707718
andaman-&-nicobar-islands,2021,4,Apple,1490,0.020757871273335192
andaman-&-nicobar-islands,2021,4,Huawei,1459,0.020325996099191977
andaman-&-nicobar-islands,2021,4,Tecno,1417,0.01974087489551407
andaman-&-nicobar-islands,2021,4,Motorola,1055,0.014697687378099749
andaman-&-nicobar-islands,2021,4,Others,4572,0.06369462245750905
andaman-&-nicobar-islands,2022,1,Vivo,18688,0.24496644295302014
andaman-&-nicobar-islands,2022,1,Xiaomi,17957,0.23538433305369127
andaman-&-nicobar-islands,2022,1,Samsung,12955,0.16981700922818793
andaman-&-nicobar-islands,2022,1,Realme,6769,0.08872955117449664
andaman-&-nicobar-islands,2022,1,Oppo,6461,0.08469221895973154
andaman-&-nicobar-islands,2022,1,OnePlus,3005,0.039390205536912755
andaman-&-nicobar-islands,2022,1,Tecno,1770,0.02320155201342282
andaman-&-nicobar-islands,2022,1,Apple,1634,0.02141883389261745
andaman-&-nicobar-islands,2022,1,Huawei,1441,0.018888947147651006
andaman-&-nicobar-islands,2022,1,Motorola,1050,0.01376363255033557
andaman-&-nicobar-islands,2022,1,Others,4558,0.05974727348993288
andhra-pradesh,2018,1,Xiaomi,836581,0.25073985823255257
andhra-pradesh,2018,1,Samsung,683687,0.20491450493788307
andhra-pradesh,2018,1,Vivo,425959,0.1276683301113459
andhra-pradesh,2018,1,Oppo,304487,0.09126077117894768
andhra-pradesh,2018,1,Realme,236646,0.07092748280357865
andhra-pradesh,2018,1,Motorola,129739,0.03888534220503829
andhra-pradesh,2018,1,OnePlus,129421,0.03879003132071513
andhra-pradesh,2018,1,Apple,123274,0.03694765394356277
andhra-pradesh,2018,1,Lenovo,84138,0.025217821337049858
andhra-pradesh,2018,1,Huawei,76654,0.0229747186380734
andhra-pradesh,2018,1,Others,305864,0.09167348529125267
andhra-pradesh,2018,2,Xiaomi,1113800,0.25299031922481113
andhra-pradesh,2018,2,Samsung,903290,0.20517474003643352
andhra-pradesh,2018,2,Vivo,586965,0.13332417195528037
andhra-pradesh,2018,2,Oppo,410549,0.0932527586347881
andhra-pradesh,2018,2,Realme,305964,0.06949715391569412
andhra-pradesh,2018,2,Motorola,169847,0.03857932011974905
andhra-pradesh,2018,2,OnePlus,155418,0.035301893906699314
andhra-pradesh,2018,2,Apple,151847,0.03449077123660432
andhra-pradesh,2018,2,Lenovo,107441,0.024404321141886273
andhra-pradesh,2018,2,Huawei,102929,0.023379458221844663
andhra-pradesh,2018,2,Others,394490,0.08960509160620914
andhra-pradesh,2018,3,Xiaomi,1385112,0.25519707820209125
andhra-pradesh,2018,3,Samsung,1103186,0.2032542089834268
andhra-pradesh,2018,3,Vivo,761793,0.1403549660928544
andhra-pradesh,2018,3,Oppo,518120,0.09545994125967253
andhra-pradesh,2018,3,Realme,379712,0.06995924730871762
andhra-pradesh,2018,3,Motorola,203756,0.0375406002302668
andhra-pradesh,2018,3,OnePlus,181364,0.03341503278510624
andhra-pradesh,2018,3,Apple,175343,0.03230570616902408
andhra-pradesh,2018,3,Huawei,134429,0.02476759137573635
andhra-pradesh,2018,3,Lenovo,122489,0.0225677309213233
andhra-pradesh,2018,3,Others,462313,0.08517789667178063
andhra-pradesh,2018,4,Xiaomi,1753802,0.2557528652585838
andhra-pradesh,2018,4,Samsung,1388061,0.20241770616277957
andhra-pradesh,2018,4,Vivo,1011185,0.1474587559237024
andhra-pradesh,2018,4,Oppo,675093,0.09844724151643865
andhra-pradesh,2018,4,Realme,476746,0.06952275998121156
andhra-pradesh,2018,4,Motorola,250601,0.03654456078090136
andhra-pradesh,2018,4,OnePlus,210161,0.030647289668736397
andhra-pradesh,2018,4,Apple,209737,0.030585458735216172
andhra-pradesh,2018,4,Huawei,176237,0.025700231676424726
andhra-pradesh,2018,4,Lenovo,149583,0.021813340869707494
andhra-pradesh,2018,4,Others,556203,0.08110978942629789
andhra-pradesh,2019,1,Xiaomi,2110547,0.2548040756637163
andhra-pradesh,2019,1,Samsung,1688342,0.2038317188455079
andhra-pradesh,2019,1,Vivo,1262871,0.15246506135021543
andhra-pradesh,2019,1,Oppo,835541,0.10087396877877498
andhra-pradesh,2019,1,Realme,564832,0.06819156155503205
andhra-pradesh,2019,1,Motorola,291830,0.03523232290062355
andhra-pradesh,2019,1,Apple,241108,0.02910871024200234
andhra-pradesh,2019,1,OnePlus,237269,0.028645231889483775
andhra-pradesh,2019,1,Huawei,220082,0.026570263813230417
andhra-pradesh,2019,1,Lenovo,171471,0.020701509920477063
andhra-pradesh,2019,1,Others,659126,0.07957557504093617
andhra-pradesh,2019,2,Xiaomi,2389374,0.25448644547243193
andhra-pradesh,2019,2,Samsung,1914378,0.20389577040288517
andhra-pradesh,2019,2,Vivo,1466695,0.15621413690037164
andhra-pradesh,2019,2,Oppo,963352,0.10260429142476576
andhra-pradesh,2019,2,Realme,641519,0.0683266370241867
andhra-pradesh,2019,2,Motorola,324778,0.03459131922739827
andhra-pradesh,2019,2,Apple,264860,0.028209597973288536
andhra-pradesh,2019,2,OnePlus,254273,0.027082002210458343
andhra-pradesh,2019,2,Huawei,250859,0.026718385328026843
andhra-pradesh,2019,2,Lenovo,189151,0.020146015503456544
andhra-pradesh,2019,2,Others,729764,0.07772539853273026
andhra-pradesh,2019,3,Xiaomi,2656468,0.2539961733268201
andhra-pradesh,2019,3,Samsung,2123659,0.20305204483963724
andhra-pradesh,2019,3,Vivo,1674109,0.16006866249922433
andhra-pradesh,2019,3,Oppo,1087660,0.10399578608914135
andhra-pradesh,2019,3,Realme,727964,0.0696037258192778
andhra-pradesh,2019,3,Motorola,348910,0.03336076505926697
andhra-pradesh,2019,3,Apple,286412,0.02738506618370001
andhra-pradesh,2019,3,Huawei,282587,0.02701934170933213
andhra-pradesh,2019,3,OnePlus,271100,0.02592102091532852
andhra-pradesh,2019,3,Lenovo,194180,0.018566373446471753
andhra-pradesh,2019,3,Others,805644,0.07703104011179981
andhra-pradesh,2019,4,Xiaomi,2985953,0.25395328393725297
andhra-pradesh,2019,4,Samsung,2379139,0.20234416348589282
andhra-pradesh,2019,4,Vivo,1922141,0.1634767925484545
andhra-pradesh,2019,4,Oppo,1241235,0.10556619758846043
andhra-pradesh,2019,4,Realme,844668,0.07183844234544604
andhra-pradesh,2019,4,Motorola,381692,0.03246264654955318
andhra-pradesh,2019,4,Huawei,317290,0.026985299989802584
andhra-pradesh,2019,4,Apple,308354,0.026225299231162617
andhra-pradesh,2019,4,OnePlus,286412,0.0243591469654869
andhra-pradesh,2019,4,Lenovo,208785,0.01775702309675985
andhra-pradesh,2019,4,Others,882214,0.07503170426172807
andhra-pradesh,2020,1,Xiaomi,3307542,0.25399529721104036
andhra-pradesh,2020,1,Samsung,2622762,0.20140914724705614
andhra-pradesh,2020,1,Vivo,2165012,0.16625725883615955
andhra-pradesh,2020,1,Oppo,1387060,0.10651617332434346
andhra-pradesh,2020,1,Realme,960418,0.0737531542628432
andhra-pradesh,2020,1,Motorola,411062,0.0315665877748989
andhra-pradesh,2020,1,Huawei,348324,0.026748763252511507
andhra-pradesh,2020,1,Apple,329329,0.02529008467170325
andhra-pradesh,2020,1,OnePlus,298911,0.022954202330506848
andhra-pradesh,2020,1,Lenovo,227154,0.017443783856010493
andhra-pradesh,2020,1,Others,964486,0.07406554723292628
andhra-pradesh,2020,2,Xiaomi,3635594,0.25388802469329785
andhra-pradesh,2020,2,Samsung,2888149,0.2016909601649479
andhra-pradesh,2020,2,Vivo,2409399,0.16825793881495216
andhra-pradesh,2020,2,Oppo,1535129,0.1072041788657913
andhra-pradesh,2020,2,Realme,1072165,0.07487355683700922
andhra-pradesh,2020,2,Motorola,445380,0.031102661198665473
andhra-pradesh,2020,2,Huawei,379220,0.026482444608554315
andhra-pradesh,2020,2,Apple,348938,0.024367731809555735
andhra-pradesh,2020,2,OnePlus,309208,0.0215932274999258
andhra-pradesh,2020,2,Lenovo,243288,0.01698977106673161
andhra-pradesh,2020,2,Others,1053205,0.07354950444056865
andhra-pradesh,2020,3,Xiaomi,3978789,0.25354870716120315
andhra-pradesh,2020,3,Samsung,3154020,0.2009902242517957
andhra-pradesh,2020,3,Vivo,2687996,0.17129280056180043
andhra-pradesh,2020,3,Oppo,1695723,0.10806010933314555
andhra-pradesh,2020,3,Realme,1207622,0.07695582671999607
andhra-pradesh,2020,3,Motorola,477313,0.03041681628787939
andhra-pradesh,2020,3,Huawei,408520,0.026032975824929323
andhra-pradesh,2020,3,Apple,370327,0.023599123270142467
andhra-pradesh,2020,3,OnePlus,322028,0.020521264904901446
andhra-pradesh,2020,3,Lenovo,260912,0.01662664199655821
andhra-pradesh,2020,3,Others,1129155,0.07195550968764826
andhra-pradesh,2020,4,Xiaomi,4325662,0.2533098430509883
andhra-pradesh,2020,4,Samsung,3419866,0.20026662270778695
andhra-pradesh,2020,4,Vivo,2950572,0.1727848662772636
andhra-pradesh,2020,4,Oppo,1856052,0.10869000879275194
andhra-pradesh,2020,4,Realme,1361491,0.07972862223755187
andhra-pradesh,2020,4,Motorola,506158,0.02964050439886476
andhra-pradesh,2020,4,Huawei,437125,0.025597946659647302
andhra-pradesh,2020,4,Apple,394191,0.02308374078744759
andhra-pradesh,2020,4,OnePlus,336518,0.019706422222502008
andhra-pradesh,2020,4,Lenovo,276671,0.016201794681775874
andhra-pradesh,2020,4,Others,1212259,0.07098962818341979
andhra-pradesh,2021,1,Xiaomi,4644641,0.2529246640647629
andhra-pradesh,2021,1,Samsung,3635596,0.19797695817075972
andhra-pradesh,2021,1,Vivo,3245151,0.17671521362241543
andhra-pradesh,2021,1,Oppo,2010506,0.10948242386229423
andhra-pradesh,2021,1,Realme,1531645,0.0834059719774841
andhra-pradesh,2021,1,Motorola,518115,0.028214034695451085
andhra-pradesh,2021,1,Huawei,455604,0.024809988252388553
andhra-pradesh,2021,1,Apple,421002,0.022925730841327305
andhra-pradesh,2021,1,OnePlus,355922,0.019381789094842537
andhra-pradesh,2021,1,Lenovo,277980,0.015137445093543889
andhra-pradesh,2021,1,Others,1267571,0.06902578032473027
andhra-pradesh,2021,2,Xiaomi,4937684,0.25165424326757607
andhra-pradesh,2021,2,Samsung,3798250,0.19358179451967175
andhra-pradesh,2021,2,Vivo,3572140,0.18205786124544204
andhra-pradesh,2021,2,Oppo,2173037,0.11075110959458802
andhra-pradesh,2021,2,Realme,1817804,0.09264628721254192
andhra-pradesh,2021,2,Motorola,503072,0.0256395920575529
andhra-pradesh,2021,2,Apple,450689,0.022969837527881613
andhra-pradesh,2021,2,Huawei,440324,0.022441574432983596
andhra-pradesh,2021,2,OnePlus,394851,0.020123995299910987
andhra-pradesh,2021,2,Lenovo,261201,0.013312382889576195
andhra-pradesh,2021,2,Others,1271853,0.06482132195227489
andhra-pradesh,2021,3,Xiaomi,5256707,0.249607429247758
andhra-pradesh,2021,3,Vivo,3981492,0.18905561650868394
andhra-pradesh,2021,3,Samsung,3911188,0.18571732873540034
andhra-pradesh,2021,3,Oppo,2382363,0.11312319746277974
andhra-pradesh,2021,3,Realme,2134616,0.10135927533932025
andhra-pradesh,2021,3,Motorola,486971,0.023123141432118997
andhra-pradesh,2021,3,Apple,480993,0.022839284406790575
andhra-pradesh,2021,3,OnePlus,459011,0.021795499674309913
andhra-pradesh,2021,3,Huawei,435214,0.020665532188237568
andhra-pradesh,2021,3,Lenovo,245241,0.011644928194808921
andhra-pradesh,2021,3,Others,1286102,0.061068766809791765
andhra-pradesh,2021,4,Xiaomi,5518238,0.24537466690980744
andhra-pradesh,2021,4,Vivo,4381023,0.19480712128567224
andhra-pradesh,2021,4,Samsung,4017419,0.17863905996119264
andhra-pradesh,2021,4,Oppo,2580845,0.1147601792856419
andhra-pradesh,2021,4,Realme,2528884,0.11244967490592858
andhra-pradesh,2021,4,Apple,544986,0.024233416213745824
andhra-pradesh,2021,4,OnePlus,525373,0.023361302082006298
andhra-pradesh,2021,4,Motorola,474422,0.02109570848968179
andhra-pradesh,2021,4,Huawei,409934,0.01822817694796872
andhra-pradesh,2021,4,Lenovo,224391,0.009977798507885778
andhra-pradesh,2021,4,Others,1283514,0.05707289541046881
andhra-pradesh,2022,1,Xiaomi,5743382,0.24073240824411116
andhra-pradesh,2022,1,Vivo,4772765,0.20004924144575534
andhra-pradesh,2022,1,Samsung,4124296,0.17286882683261443
andhra-pradesh,2022,1,Realme,2864092,0.12004769395326531
andhra-pradesh,2022,1,Oppo,2780974,0.11656382394280212
andhra-pradesh,2022,1,Apple,594003,0.024897485957616393
andhra-pradesh,2022,1,OnePlus,580737,0.024341444912851066
andhra-pradesh,2022,1,Motorola,463652,0.019433856662711732
andhra-pradesh,2022,1,Huawei,401477,0.0168278072161352
andhra-pradesh,2022,1,Lenovo,222586,0.009329636061370064
andhra-pradesh,2022,1,Others,1309987,0.0549077747707672
arunachal-pradesh,2018,1,Xiaomi,5212,0.24247499418469412
arunachal-pradesh,2018,1,Samsung,4354,0.2025587345894394
arunachal-pradesh,2018,1,Vivo,3523,0.16389858106536404
arunachal-pradesh,2018,1,Oppo,2608,0.12133054198650849
arunachal-pradesh,2018,1,Realme,1297,0.06033961386368923
arunachal-pradesh,2018,1,Apple,628,0.029216096766689927
arunachal-pradesh,2018,1,Gionee,563,0.02619213770644336
arunachal-pradesh,2018,1,Lenovo,420,0.019539427773900907
arunachal-pradesh,2018,1,OnePlus,403,0.018748546173528727
arunachal-pradesh,2018,1,Motorola,343,0.015957199348685742
arunachal-pradesh,2018,1,Others,2144,0.09974412654105606
arunachal-pradesh,2018,2,Xiaomi,8058,0.24505063406623484
arunachal-pradesh,2018,2,Samsung,6633,0.20171517197336009
arunachal-pradesh,2018,2,Vivo,5591,0.17002706565702644
arunachal-pradesh,2018,2,Oppo,4204,0.12784721588662834
arunachal-pradesh,2018,2,Realme,1943,0.0590882826992671
arunachal-pradesh,2018,2,Apple,869,0.026427029164005716
arunachal-pradesh,2018,2,Gionee,730,0.022199920931788464
arunachal-pradesh,2018,2,Lenovo,581,0.017668704193656296
arunachal-pradesh,2018,2,OnePlus,554,0.01684761122768604
arunachal-pradesh,2018,2,Motorola,514,0.015631177204026396
arunachal-pradesh,2018,2,Others,3206,0.09749718699632029
arunachal-pradesh,2018,3,Xiaomi,11250,0.24498061931100562
arunachal-pradesh,2018,3,Samsung,9307,0.20266974434911372
arunachal-pradesh,2018,3,Vivo,8226,0.1791298288402073
arunachal-pradesh,2018,3,Oppo,5992,0.13048212185880406
arunachal-pradesh,2018,3,Realme,2676,0.05827272331344454
arunachal-pradesh,2018,3,Apple,1153,0.02510779147249684
arunachal-pradesh,2018,3,Gionee,1024,0.02229868037106398
arunachal-pradesh,2018,3,OnePlus,740,0.016114280736901705
arunachal-pradesh,2018,3,Motorola,722,0.015722311746004095
arunachal-pradesh,2018,3,Lenovo,629,0.013697138626366448
arunachal-pradesh,2018,3,Others,4203,0.0915247593745917
arunachal-pradesh,2018,4,Xiaomi,15097,0.24408264890383496
arunachal-pradesh,2018,4,Samsung,12580,0.20338873439824096
arunachal-pradesh,2018,4,Vivo,11624,0.18793248399405033
arunachal-pradesh,2018,4,Oppo,8328,0.13464398887667334
arunachal-pradesh,2018,4,Realme,3613,0.0584136325421975
arunachal-pradesh,2018,4,Apple,1517,0.02452628855978788
arunachal-pradesh,2018,4,Gionee,1188,0.01920713962361767
arunachal-pradesh,2018,4,Motorola,944,0.015262238892840976
arunachal-pradesh,2018,4,OnePlus,896,0.014486192847442281
arunachal-pradesh,2018,4,Lenovo,831,0.013435297160964884
arunachal-pradesh,2018,4,Others,5234,0.08462135420034922
arunachal-pradesh,2019,1,Xiaomi,18809,0.24440921553594866
